case_index,batch_index,graph_index,original_mode_index,base_mode_index,compare_mode_index,original_risk,base_risk,risk_gap,original_fde,base_fde,compare_fde,original_miss,base_miss,compare_miss,base_switch,compare_switch,blocked_by_compare_margin,base_hit_to_miss,base_miss_to_hit,compare_hit_to_miss,compare_miss_to_hit
167,20,7,4,4,4,0.4792402684688568,0.4792402684688568,0.0,2.429041624069214,2.429041624069214,2.429041624069214,1,1,1,0,0,0,0,0,0,0
168,21,0,4,4,4,0.7465272545814514,0.7465272545814514,0.0,1.5349620580673218,1.5349620580673218,1.5349620580673218,0,0,0,0,0,0,0,0,0,0
169,21,1,4,4,4,0.7748603820800781,0.7748603820800781,0.0,1.7528088092803955,1.7528088092803955,1.7528088092803955,0,0,0,0,0,0,0,0,0,0
170,21,2,4,4,4,0.43377983570098877,0.43377983570098877,0.0,0.26750150322914124,0.26750150322914124,0.26750150322914124,0,0,0,0,0,0,0,0,0,0
171,21,3,4,4,4,0.7377541661262512,0.7377541661262512,0.0,1.498260498046875,1.498260498046875,1.498260498046875,0,0,0,0,0,0,0,0,0,0
172,21,4,4,5,4,0.632460355758667,0.6100044250488281,0.022455930709838867,4.248527526855469,2.80893874168396,4.248527526855469,1,1,1,1,0,1,0,0,0,0
173,21,5,4,4,4,0.3585438132286072,0.3585438132286072,0.0,3.4157042503356934,3.4157042503356934,3.4157042503356934,1,1,1,0,0,0,0,0,0,0
174,21,6,2,4,2,0.684659481048584,0.6315383911132812,0.053121089935302734,2.418379068374634,4.092779159545898,2.418379068374634,1,1,1,1,0,1,0,0,0,0
175,21,7,4,2,4,0.30736973881721497,0.2890704274177551,0.01829931139945984,0.25357842445373535,0.8258606791496277,0.25357842445373535,0,0,0,1,0,1,0,0,0,0
176,22,0,2,4,2,0.7655306458473206,0.7478700280189514,0.01766061782836914,0.6360971331596375,2.5572755336761475,0.6360971331596375,0,1,0,1,0,1,1,0,0,0
177,22,1,4,4,4,0.25763043761253357,0.25763043761253357,0.0,1.6248120069503784,1.6248120069503784,1.6248120069503784,0,0,0,0,0,0,0,0,0,0
178,22,2,4,5,4,0.7724397778511047,0.7294008731842041,0.043038904666900635,1.4417804479599,6.606967926025391,1.4417804479599,0,1,0,1,0,1,1,0,0,0
179,22,3,4,4,4,0.6695199012756348,0.6695199012756348,0.0,0.776921272277832,0.776921272277832,0.776921272277832,0,0,0,0,0,0,0,0,0,0
180,22,4,4,4,4,0.644108235836029,0.644108235836029,0.0,1.7872016429901123,1.7872016429901123,1.7872016429901123,0,0,0,0,0,0,0,0,0,0
181,22,5,4,4,4,0.4967126250267029,0.4967126250267029,0.0,0.6550989747047424,0.6550989747047424,0.6550989747047424,0,0,0,0,0,0,0,0,0,0
182,22,6,4,4,4,0.7110558748245239,0.7110558748245239,0.0,1.1844656467437744,1.1844656467437744,1.1844656467437744,0,0,0,0,0,0,0,0,0,0
183,22,7,3,2,2,0.8912397623062134,0.6968560218811035,0.19438374042510986,15.908074378967285,1.1620489358901978,1.1620489358901978,1,0,0,1,1,0,0,1,0,1
184,23,0,4,4,4,0.5148596167564392,0.5148596167564392,0.0,15.438652038574219,15.438652038574219,15.438652038574219,1,1,1,0,0,0,0,0,0,0
185,23,1,2,2,2,0.5496537685394287,0.5496537685394287,0.0,0.25296080112457275,0.25296080112457275,0.25296080112457275,0,0,0,0,0,0,0,0,0,0
186,23,2,4,4,4,0.5741830468177795,0.5741830468177795,0.0,0.4853231906890869,0.4853231906890869,0.4853231906890869,0,0,0,0,0,0,0,0,0,0
187,23,3,5,4,5,0.5841373801231384,0.5551702976226807,0.028967082500457764,3.1946706771850586,2.2374513149261475,3.1946706771850586,1,1,1,1,0,1,0,0,0,0
188,23,4,4,4,4,0.6411667466163635,0.6411667466163635,0.0,2.039699077606201,2.039699077606201,2.039699077606201,1,1,1,0,0,0,0,0,0,0
189,23,5,4,4,4,0.45716676115989685,0.45716676115989685,0.0,0.7388588786125183,0.7388588786125183,0.7388588786125183,0,0,0,0,0,0,0,0,0,0
190,23,6,5,5,5,0.7519824504852295,0.7519824504852295,0.0,6.401382923126221,6.401382923126221,6.401382923126221,1,1,1,0,0,0,0,0,0,0
191,23,7,5,5,5,0.5368897318840027,0.5368897318840027,0.0,4.15335750579834,4.15335750579834,4.15335750579834,1,1,1,0,0,0,0,0,0,0
192,24,0,4,5,4,0.5212884545326233,0.4326329231262207,0.08865553140640259,1.2584820985794067,2.426727056503296,1.2584820985794067,0,1,0,1,0,1,1,0,0,0
193,24,1,4,4,4,0.7240656614303589,0.7240656614303589,0.0,5.490311622619629,5.490311622619629,5.490311622619629,1,1,1,0,0,0,0,0,0,0
194,24,2,2,4,2,0.40549570322036743,0.3551420569419861,0.05035364627838135,1.202497124671936,2.121722459793091,1.202497124671936,0,1,0,1,0,1,1,0,0,0
195,24,3,4,4,4,0.5959987640380859,0.5959987640380859,0.0,3.9693286418914795,3.9693286418914795,3.9693286418914795,1,1,1,0,0,0,0,0,0,0
196,24,4,2,2,2,0.1860044002532959,0.1860044002532959,0.0,0.37723827362060547,0.37723827362060547,0.37723827362060547,0,0,0,0,0,0,0,0,0,0
197,24,5,4,5,4,0.7382616996765137,0.7230217456817627,0.015239953994750977,2.7335143089294434,1.3549972772598267,2.7335143089294434,1,0,1,1,0,1,0,1,0,0
198,24,6,2,4,2,0.7591589689254761,0.6952815651893616,0.0638774037361145,4.102058410644531,2.9021248817443848,4.102058410644531,1,1,1,1,0,1,0,0,0,0
199,24,7,4,4,4,0.5314459204673767,0.5314459204673767,0.0,2.774707317352295,2.774707317352295,2.774707317352295,1,1,1,0,0,0,0,0,0,0
200,25,0,4,5,4,0.5335322022438049,0.4815799295902252,0.05195227265357971,5.73801851272583,2.9559555053710938,5.73801851272583,1,1,1,1,0,1,0,0,0,0
201,25,1,2,2,2,0.31566107273101807,0.31566107273101807,0.0,0.12544414401054382,0.12544414401054382,0.12544414401054382,0,0,0,0,0,0,0,0,0,0
202,25,2,2,2,2,0.6849024891853333,0.6849024891853333,0.0,0.8662185668945312,0.8662185668945312,0.8662185668945312,0,0,0,0,0,0,0,0,0,0
203,25,3,4,4,4,0.750572681427002,0.750572681427002,0.0,0.2779686748981476,0.2779686748981476,0.2779686748981476,0,0,0,0,0,0,0,0,0,0
204,25,4,5,5,5,0.8326101303100586,0.8326101303100586,0.0,7.333608150482178,7.333608150482178,7.333608150482178,1,1,1,0,0,0,0,0,0,0
205,25,5,4,4,4,0.42985454201698303,0.42985454201698303,0.0,0.3357832133769989,0.3357832133769989,0.3357832133769989,0,0,0,0,0,0,0,0,0,0
206,25,6,4,4,4,0.4278676211833954,0.4278676211833954,0.0,1.8069751262664795,1.8069751262664795,1.8069751262664795,0,0,0,0,0,0,0,0,0,0
207,25,7,4,4,4,0.4433424174785614,0.4433424174785614,0.0,0.8489161133766174,0.8489161133766174,0.8489161133766174,0,0,0,0,0,0,0,0,0,0
208,26,0,4,4,4,0.6966776847839355,0.6966776847839355,0.0,0.23761847615242004,0.23761847615242004,0.23761847615242004,0,0,0,0,0,0,0,0,0,0
209,26,1,4,4,4,0.6842785477638245,0.6842785477638245,0.0,0.9448450803756714,0.9448450803756714,0.9448450803756714,0,0,0,0,0,0,0,0,0,0
210,26,2,4,4,4,0.7651376724243164,0.7651376724243164,0.0,0.3331301510334015,0.3331301510334015,0.3331301510334015,0,0,0,0,0,0,0,0,0,0
211,26,3,4,4,4,0.46911072731018066,0.46911072731018066,0.0,2.059950828552246,2.059950828552246,2.059950828552246,1,1,1,0,0,0,0,0,0,0
212,26,4,4,4,4,0.559768557548523,0.559768557548523,0.0,2.8206543922424316,2.8206543922424316,2.8206543922424316,1,1,1,0,0,0,0,0,0,0
213,26,5,4,4,4,0.748996376991272,0.748996376991272,0.0,1.6302752494812012,1.6302752494812012,1.6302752494812012,0,0,0,0,0,0,0,0,0,0
214,26,6,4,4,4,0.4044427275657654,0.4044427275657654,0.0,1.068943977355957,1.068943977355957,1.068943977355957,0,0,0,0,0,0,0,0,0,0
215,26,7,2,4,4,0.6166134476661682,0.48254773020744324,0.13406571745872498,1.4621068239212036,0.9145287275314331,0.9145287275314331,0,0,0,1,1,0,0,0,0,0
216,27,0,2,2,2,0.5774274468421936,0.5774274468421936,0.0,1.9317834377288818,1.9317834377288818,1.9317834377288818,0,0,0,0,0,0,0,0,0,0
217,27,1,4,4,4,0.5529002547264099,0.5529002547264099,0.0,5.926663398742676,5.926663398742676,5.926663398742676,1,1,1,0,0,0,0,0,0,0
218,27,2,4,4,4,0.6814631223678589,0.6814631223678589,0.0,0.22101044654846191,0.22101044654846191,0.22101044654846191,0,0,0,0,0,0,0,0,0,0
219,27,3,2,2,2,0.2365691363811493,0.2365691363811493,0.0,0.8831029534339905,0.8831029534339905,0.8831029534339905,0,0,0,0,0,0,0,0,0,0
220,27,4,4,4,4,0.8357214331626892,0.8357214331626892,0.0,1.147457480430603,1.147457480430603,1.147457480430603,0,0,0,0,0,0,0,0,0,0
221,27,5,4,4,4,0.48600366711616516,0.48600366711616516,0.0,4.844427108764648,4.844427108764648,4.844427108764648,1,1,1,0,0,0,0,0,0,0
222,27,6,4,4,4,0.5408101081848145,0.5408101081848145,0.0,1.666181206703186,1.666181206703186,1.666181206703186,0,0,0,0,0,0,0,0,0,0
223,27,7,4,4,4,0.7871577739715576,0.7871577739715576,0.0,3.5198943614959717,3.5198943614959717,3.5198943614959717,1,1,1,0,0,0,0,0,0,0
224,28,0,2,4,2,0.5770455002784729,0.5520850419998169,0.024960458278656006,1.495914340019226,2.613255023956299,1.495914340019226,0,1,0,1,0,1,1,0,0,0
225,28,1,4,4,4,0.6202760338783264,0.6202760338783264,0.0,2.4401047229766846,2.4401047229766846,2.4401047229766846,1,1,1,0,0,0,0,0,0,0
226,28,2,2,2,2,0.5378145575523376,0.5378145575523376,0.0,2.7899155616760254,2.7899155616760254,2.7899155616760254,1,1,1,0,0,0,0,0,0,0
227,28,3,4,4,4,0.6331124901771545,0.6331124901771545,0.0,1.4839808940887451,1.4839808940887451,1.4839808940887451,0,0,0,0,0,0,0,0,0,0
228,28,4,2,2,2,0.1860937774181366,0.1860937774181366,0.0,2.094388246536255,2.094388246536255,2.094388246536255,1,1,1,0,0,0,0,0,0,0
229,28,5,4,4,4,0.5893121957778931,0.5893121957778931,0.0,2.284123420715332,2.284123420715332,2.284123420715332,1,1,1,0,0,0,0,0,0,0
230,28,6,5,5,5,0.6021697521209717,0.6021697521209717,0.0,0.03663507476449013,0.03663507476449013,0.03663507476449013,0,0,0,0,0,0,0,0,0,0
231,28,7,4,4,4,0.7106950283050537,0.7106950283050537,0.0,1.7737383842468262,1.7737383842468262,1.7737383842468262,0,0,0,0,0,0,0,0,0,0
232,29,0,4,4,4,0.805483341217041,0.805483341217041,0.0,4.649509906768799,4.649509906768799,4.649509906768799,1,1,1,0,0,0,0,0,0,0
233,29,1,2,4,2,0.6588087677955627,0.6295830607414246,0.029225707054138184,1.503213882446289,2.7253777980804443,1.503213882446289,0,1,0,1,0,1,1,0,0,0
234,29,2,4,4,4,0.3798266649246216,0.3798266649246216,0.0,1.147078514099121,1.147078514099121,1.147078514099121,0,0,0,0,0,0,0,0,0,0
235,29,3,4,4,4,0.3956466615200043,0.3956466615200043,0.0,0.7124423980712891,0.7124423980712891,0.7124423980712891,0,0,0,0,0,0,0,0,0,0
236,29,4,2,4,2,0.7543025612831116,0.7361242175102234,0.018178343772888184,2.3549625873565674,0.43000125885009766,2.3549625873565674,1,0,1,1,0,1,0,1,0,0
237,29,5,4,4,4,0.4909418821334839,0.4909418821334839,0.0,2.666590452194214,2.666590452194214,2.666590452194214,1,1,1,0,0,0,0,0,0,0
238,29,6,5,5,5,0.6849872469902039,0.6849872469902039,0.0,2.9022185802459717,2.9022185802459717,2.9022185802459717,1,1,1,0,0,0,0,0,0,0
239,29,7,2,2,2,0.6334771513938904,0.6334771513938904,0.0,5.308251857757568,5.308251857757568,5.308251857757568,1,1,1,0,0,0,0,0,0,0
240,30,0,5,5,5,0.7988505363464355,0.7988505363464355,0.0,19.387435913085938,19.387435913085938,19.387435913085938,1,1,1,0,0,0,0,0,0,0
241,30,1,4,4,4,0.7648882865905762,0.7648882865905762,0.0,6.325213432312012,6.325213432312012,6.325213432312012,1,1,1,0,0,0,0,0,0,0
242,30,2,2,4,2,0.7010872960090637,0.6877493262290955,0.013337969779968262,1.9567558765411377,0.831268846988678,1.9567558765411377,0,0,0,1,0,1,0,0,0,0
243,30,3,4,4,4,0.44670888781547546,0.44670888781547546,0.0,0.14212821424007416,0.14212821424007416,0.14212821424007416,0,0,0,0,0,0,0,0,0,0
244,30,4,4,4,4,0.7551848888397217,0.7551848888397217,0.0,0.9369845390319824,0.9369845390319824,0.9369845390319824,0,0,0,0,0,0,0,0,0,0
245,30,5,4,4,4,0.5056238770484924,0.5056238770484924,0.0,0.5470446348190308,0.5470446348190308,0.5470446348190308,0,0,0,0,0,0,0,0,0,0
246,30,6,4,4,4,0.5831112265586853,0.5831112265586853,0.0,0.11491778492927551,0.11491778492927551,0.11491778492927551,0,0,0,0,0,0,0,0,0,0
247,30,7,2,2,2,0.32972288131713867,0.32972288131713867,0.0,0.6672961711883545,0.6672961711883545,0.6672961711883545,0,0,0,0,0,0,0,0,0,0
248,31,0,4,4,4,0.46042346954345703,0.46042346954345703,0.0,0.2474212944507599,0.2474212944507599,0.2474212944507599,0,0,0,0,0,0,0,0,0,0
249,31,1,2,4,2,0.5519893765449524,0.4990882873535156,0.05290108919143677,0.4891150891780853,1.2651513814926147,0.4891150891780853,0,0,0,1,0,1,0,0,0,0
250,31,2,2,4,2,0.6477355360984802,0.5643641948699951,0.08337134122848511,5.909311771392822,4.32080602645874,5.909311771392822,1,1,1,1,0,1,0,0,0,0
251,31,3,2,2,2,0.7872299551963806,0.7872299551963806,0.0,1.7319434881210327,1.7319434881210327,1.7319434881210327,0,0,0,0,0,0,0,0,0,0
252,31,4,4,4,4,0.4815652072429657,0.4815652072429657,0.0,2.047996997833252,2.047996997833252,2.047996997833252,1,1,1,0,0,0,0,0,0,0
253,31,5,4,4,4,0.5689408183097839,0.5689408183097839,0.0,3.6716253757476807,3.6716253757476807,3.6716253757476807,1,1,1,0,0,0,0,0,0,0
254,31,6,4,4,4,0.720237135887146,0.720237135887146,0.0,0.39168086647987366,0.39168086647987366,0.39168086647987366,0,0,0,0,0,0,0,0,0,0
255,31,7,4,4,4,0.691271960735321,0.691271960735321,0.0,0.3448566198348999,0.3448566198348999,0.3448566198348999,0,0,0,0,0,0,0,0,0,0
