rerank_margin,rerank_guard,rerank_guard_label,original_minADE,original_minFDE,original_minMR,reranked_minADE,reranked_minFDE,reranked_minMR,rerank_top1_change_rate,case_count,case_original_mr,case_reranked_mr,case_mean_fde_delta,case_hit_to_miss_count,case_miss_to_hit_count,case_still_miss_improved_count,case_still_miss_worsened_count,case_still_miss_unchanged_count,case_still_hit_improved_count,case_still_hit_worsened_count,case_still_hit_unchanged_count
0.0,0.0,0.000,1.3110065460205078,2.886141777038574,0.44921875,1.292966365814209,2.853940963745117,0.470703125,0.203125,512,0.44921875,0.470703125,-0.032200783491134644,17,6,32,22,170,8,19,238
0.15,0.0,0.000,1.3110066652297974,2.8861420154571533,0.44921875,1.2957992553710938,2.8480165004730225,0.447265625,0.0078125,512,0.44921875,0.447265625,-0.038125451654195786,0,1,2,1,226,0,0,282
